player_value,opposition_team_strength,team_strength,recent_points,recent_bps,season_points,season_bps,season_minutes,win_odds,over_two_point_five_goals,home_or_away_id_-1,home_or_away_id_1,home_or_away_id_2,position_id_1,position_id_2,position_id_3,position_id_4,over_four_points
41,1192.5,1155.0,1.6666666666666663,13.0,1.6666666666666667,13.0,60.0,2.5,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
55,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
41,1192.5,1155.0,0.6666666666666666,6.333333333333333,0.6666666666666666,6.333333333333333,30.0,2.5,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
43,1192.5,1155.0,2.0,7.666666666666666,2.0,7.666666666666667,20.666666666666668,2.5,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
44,1192.5,1155.0,0.6666666666666666,5.333333333333333,0.6666666666666666,5.333333333333333,30.0,2.5,1.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
42,1192.5,1155.0,0.6666666666666666,11.333333333333334,0.6666666666666666,11.333333333333334,60.0,2.5,1.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
57,1192.5,1155.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,64.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
44,1192.5,1155.0,0.0,0.0,0.0,0.0,0.0,2.5,1.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
42,1200.0,1047.5,0.0,0.0,0.0,0.0,0.0,3.6,1.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
38,1200.0,1047.5,0.6666666666666666,7.666666666666666,0.6666666666666666,7.666666666666667,60.0,3.6,1.62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
49,1200.0,1047.5,0.0,0.0,0.0,0.0,0.0,3.6,1.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
52,1200.0,1047.5,0.6666666666666666,1.3333333333333337,0.6666666666666666,1.3333333333333333,20.33333333333333,3.6,1.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
39,1200.0,1047.5,0.3333333333333333,6.0,0.3333333333333333,6.0,24.33333333333333,3.6,1.62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
47,1200.0,1047.5,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,3.6,1.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
44,1200.0,1047.5,0.0,0.0,0.0,0.0,0.0,3.6,1.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
48,1200.0,1047.5,0.0,0.0,0.0,0.0,0.0,3.6,1.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
45,1200.0,1047.5,0.0,0.0,0.0,0.0,0.0,3.6,1.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
50,1200.0,1047.5,1.0,7.666666666666666,1.0,7.666666666666667,60.0,3.6,1.62,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
39,1200.0,1047.5,0.0,0.0,0.0,0.0,0.0,3.6,1.62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
39,1200.0,1047.5,0.0,0.0,0.0,0.0,0.0,3.6,1.62,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
47,1200.0,1047.5,3.0,9.333333333333334,3.0,9.333333333333334,56.66666666666666,3.6,1.62,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
